seqname dsDNAphage      NCLDV   RNA     ssDNA   lavidaviridae   max_score       max_score_group length  hallmark        viral   cellular
k141_17399837||full     1.000   0.933   0.130   0.927   0.920   1.000   dsDNAphage      3908    1       100.000 0.000
k141_5873846||full      0.913   0.953   0.230   0.767   1.000   1.000   lavidaviridae   11865   0       100.000 0.000
k141_16189722||full     0.993   0.780   0.055   0.627   0.807   0.993   dsDNAphage      4095    1       88.900  0.000
k141_8893083||full      1.000   0.760   0.220   0.887   0.773   1.000   dsDNAphage      5004    1       100.000 0.000
k141_9379342||full      1.000   0.973   0.195   0.993   0.993   1.000   dsDNAphage      5026    2       100.000 0.000
k141_4636124||full      1.000   0.973   0.135   0.847   0.873   1.000   dsDNAphage      5251    3       88.900  0.000
k141_5122740||full      0.813   0.913   0.085   0.020   0.687   0.913   NCLDV   10033   0       22.200  0.000
k141_10543685||full     0.760   0.500   0.045   0.760   0.527   0.760   dsDNAphage      4657    0       57.100  0.000
k141_4397383||full      0.627   0.467   0.345   0.867   0.693   0.867   ssDNA   2565    0       100.000 0.000
k141_17804988||full     0.873   0.673   0.025   0.120   0.700   0.873   dsDNAphage      7491    0       63.600  9.100
k141_12670156||full     0.867   0.927   0.125   0.873   1.000   1.000   lavidaviridae   11863   0       80.000  0.000
k141_4553765||full      1.000   0.827   0.335   0.647   0.860   1.000   dsDNAphage      16992   2       100.000 0.000
k141_12000638||full     0.987   0.607   0.290   0.980   0.880   0.987   dsDNAphage      2655    1       75.000  0.000
k141_5741980||full      0.873   0.320   0.190   0.973   0.887   0.973   ssDNA   3827    0       100.000 0.000
k141_5930278||full      1.000   0.900   0.100   0.700   0.227   1.000   dsDNAphage      7585    1       100.000 0.000
k141_7607513||full      1.000   0.840   0.095   0.900   0.913   1.000   dsDNAphage      2755    0       100.000 0.000
k141_6342202||full      0.980   0.893   0.085   0.533   0.700   0.980   dsDNAphage      4657    0       76.900  0.000
k141_14315916||full     0.627   0.500   0.330   0.987   0.980   0.987   ssDNA   2712    0       100.000 0.000
k141_16144830||full     0.867   0.833   0.100   0.987   0.940   0.987   ssDNA   2556    0       100.000 0.000
k141_9105928||full      0.960   1.000   0.140   0.993   0.980   1.000   NCLDV   2541    0       100.000 0.000
k141_3836062||full      1.000   0.987   0.185   0.987   0.987   1.000   dsDNAphage      2747    1       100.000 0.000
k141_9160488||full      0.947   0.740   0.215   0.953   0.913   0.953   ssDNA   3431    0       100.000 0.000
k141_15515298||full     0.920   0.873   0.275   0.800   0.967   0.967   lavidaviridae   2516    0       100.000 0.000
k141_11349416||full     0.980   0.900   0.130   0.893   0.893   0.980   dsDNAphage      3742    0       100.000 0.000
k141_3408575||full      0.933   0.653   0.270   0.920   0.987   0.987   lavidaviridae   3613    0       100.000 0.000
k141_13744276||full     0.993   0.980   0.125   0.933   0.940   0.993   dsDNAphage      2670    1       100.000 0.000
k141_3784442||full      0.913   0.800   0.165   0.967   0.993   0.993   lavidaviridae   2960    0       100.000 0.000
k141_15405578||full     0.980   0.267   0.230   0.967   0.873   0.980   dsDNAphage      3001    2       80.000  0.000
k141_15097064||full     0.913   0.967   0.220   0.880   0.993   0.993   lavidaviridae   5654    0       71.400  0.000
k141_9965781||full      0.333   0.320   0.090   0.220   0.600   0.600   lavidaviridae   3479    0       66.700  0.000
k141_10088073||full     0.553   0.227   0.010   0.027   0.013   0.553   dsDNAphage      2384    0       50.000  25.000
k141_12939455||full     1.000   0.747   0.425   0.573   0.740   1.000   dsDNAphage      4033    1       50.000  0.000
k141_16160874||full     1.000   0.660   0.125   0.887   0.200   1.000   dsDNAphage      2551    0       62.500  0.000
k141_3464633||full      0.900   0.720   0.380   1.000   0.980   1.000   ssDNA   3324    0       40.000  0.000
k141_8334120||full      0.927   0.980   0.250   0.933   0.987   0.987   lavidaviridae   3902    0       80.000  0.000
k141_13944423||full     0.907   0.753   0.220   0.807   0.800   0.907   dsDNAphage      4894    0       100.000 0.000
